Keyword ,Rating ,Last Seen,Suggested Bid,Monthly Searches
Juego de Tronos,94,2019-05-14 14:30:00,0.00,0
Huawei,94,2019-05-24 16:00:00,0.00,0
Guillermo Ochoa,94,2019-06-02 07:00:00,0.00,0
Manchester City,94,2019-05-13 15:00:00,0.00,0
Héctor Herrera,93,2019-07-04 14:30:00,0.00,0
Guatemala,92,2019-06-18 15:00:00,0.00,0
Andres Guardado,91,2019-05-24 16:00:00,0.00,0
Coachella,91,2019-04-16 15:00:00,0.00,0
Venezuela,87,2019-06-10 15:00:00,0.00,0
Disney,84,2019-05-15 16:30:00,0.00,0
Tamaulipas,84,2019-03-13 17:00:00,0.00,0
"Gaza, Israel",82,2019-05-06 15:00:00,0.00,0
Hong Kong,81,2019-06-17 14:30:00,0.00,0
Real Betis,81,2019-06-29 06:30:00,0.00,0
"Trump, aranceles",80,2019-06-08 08:30:00,0.00,0
Clausura 2019,78,2019-04-07 06:30:00,0.00,0
Sarampión,76,2019-04-27 07:00:00,0.00,0
AMLO abucheo,76,2019-03-26 17:00:00,0.00,0
"Aguacates, listeria",76,2019-03-26 17:00:00,0.00,0
Caravana migrantes,75,2019-04-11 15:30:00,0.00,0
León Trauwitz,70,2019-06-09 20:00:00,0.00,0
Acuerdo migratorio,70,2019-06-09 20:00:00,0.00,0
Brasil protestas,69,2019-06-16 17:00:00,0.00,0
Bruno Marioni,69,2019-05-17 16:00:00,0.00,0
Chael Sonnen,69,2019-06-16 17:00:00,0.00,0
Naasón Joaquín,68,2019-06-23 16:30:00,0.00,0
Jesús Gallardo,68,2019-06-23 16:30:00,0.00,0
Leandro Bacuna,68,2019-06-23 16:30:00,0.00,0
Luis Suárez,67,2019-07-01 16:00:00,0.00,0
Xolos de Tijuana,67,2019-04-28 16:31:00,0.00,0
China,67,2019-07-01 16:00:00,0.00,0
Sri Lanka ejército,67,2019-04-28 16:31:00,0.00,0
Bryan Ruiz,67,2019-07-01 16:00:00,0.00,0
Memo Ochoa,67,2019-07-01 16:00:00,0.00,0
Boda de Chiquis,67,2019-07-01 16:00:00,0.00,0
Diálogo Noruego,66,2019-05-19 16:00:00,0.00,0
Domingo de Ramos,66,2019-04-15 15:30:00,0.00,0
Robert Siboldi,66,2019-04-15 15:30:00,0.00,0
Héctor Domínguez,66,2019-04-22 15:30:00,0.00,0
Tornado Texas,66,2019-04-15 15:30:00,0.00,0
Eduardo Bolsonaro,66,2019-05-19 16:00:00,0.00,0
Milton Caraglio,66,2019-04-22 15:30:00,0.00,0
"Vicente Fox, PAN",66,2019-04-08 15:30:00,0.00,0
Ares de Parga,66,2019-04-22 15:30:00,0.00,0
Veracruz,66,2019-04-15 15:30:00,0.00,0
Tiroteo Australia,66,2019-04-15 15:30:00,0.00,0
Nicaragua,66,2019-04-22 15:30:00,0.00,0
Resurrección,66,2019-04-22 15:30:00,0.00,0
Osvaldo Batocletti,66,2019-05-19 16:00:00,0.00,0
Getafe,66,2019-05-19 16:00:00,0.00,0
Tren Maya,66,2019-04-15 15:30:00,0.00,0
El Tigre Sanjiv,66,2019-04-22 15:30:00,0.00,0
La Llorona,66,2019-04-22 15:30:00,0.00,0
Valencia CF,65,2019-05-27 16:00:00,0.00,0
Arsenal,65,2019-05-30 16:30:00,0.00,0
Josefa Blanco,65,2019-05-27 16:00:00,0.00,0
Chelís,65,2019-05-27 16:00:00,0.00,0
Semarnat,65,2019-05-27 16:00:00,0.00,0
Kawhi Leonard,65,2019-05-27 16:00:00,0.00,0
Leon vs Tigres,65,2019-05-27 16:00:00,0.00,0
Nélson Olivero,65,2019-05-27 16:00:00,0.00,0
Tyreke Evans,65,2019-05-19 16:00:00,0.00,0
Raptors,65,2019-05-27 16:00:00,0.00,0
Domingo de Pascua,65,2019-04-22 15:30:00,0.00,0
BTS,65,2019-05-27 16:00:00,0.00,0
Gabriel Soto,64,2019-06-03 15:30:00,0.00,0
Anthony Joshua,64,2019-06-03 15:30:00,0.00,0
Andy Ruiz Jr.,64,2019-06-03 15:30:00,0.00,0
Alicante,64,2019-06-03 15:30:00,0.00,0
Belinda,62,2019-06-20 16:40:00,0.00,0
Kate del Castillo,58,2019-04-06 15:30:00,0.00,0
"Congreso, acuerdo",58,2019-02-13 17:30:00,0.00,0
UNICEF,58,2019-04-06 15:30:00,0.00,0
Pumas UNAM,58,2019-02-17 13:30:00,0.00,0
"Reforma, Materia",57,2019-04-06 15:00:00,0.00,0
EEUU diplomáticos,57,2019-03-13 17:00:00,0.00,0
Puebla,55,2019-06-05 16:00:00,0.00,0
Santi Cazorla,55,2019-06-05 16:00:00,0.00,0
NASA,55,2019-06-05 16:00:00,0.00,0
Chernobyl,55,2019-06-05 16:00:00,0.00,0
Inmujeres,54,2019-02-20 17:00:00,0.00,0
Oriol Junqueras,53,2019-05-15 16:30:00,0.00,0
Calidad del Aire,53,2019-05-15 16:30:00,0.00,0
Mbappé,53,2019-06-25 16:00:00,0.00,0
Valle de México,53,2019-05-15 16:30:00,0.00,0
Alejandro Encinas,53,2019-05-15 16:30:00,0.00,0
Halsey,53,2019-06-25 16:00:00,0.00,0
Crisis Venezuela,53,2019-06-21 17:00:00,0.00,0
Louis van Gaal,53,2019-06-25 16:00:00,0.00,0
Leonardo Avendaño,53,2019-06-21 17:00:00,0.00,0
Quintana Roo,53,2019-06-25 16:00:00,0.00,0
PlayStation,52,2019-05-22 16:30:00,0.00,0
Zion Williamson,52,2019-05-15 16:30:00,0.00,0
Hazard,52,2019-06-12 16:30:00,0.00,0
"Brexit, acuerdo",52,2019-04-07 06:30:00,0.00,0
Francisco Garduño,52,2019-06-12 16:30:00,0.00,0
Rush,52,2019-05-22 16:30:00,0.00,0
Ricardo Vargas,52,2019-05-22 16:30:00,0.00,0
Horacio Duarte,52,2019-06-12 16:30:00,0.00,0
Santiago Barroso,52,2019-03-18 16:30:00,0.00,0
Fallas Telcel,52,2019-05-22 16:30:00,0.00,0
Chalecos amarillos,52,2019-03-18 16:30:00,0.00,0
OCDE,52,2019-05-22 16:30:00,0.00,0
Premios MTV,51,2019-06-19 16:30:00,0.00,0
Litro por Litro,51,2019-07-03 16:30:00,0.00,0
Aduanas,51,2019-06-19 16:30:00,0.00,0
Pogba,51,2019-07-03 16:30:00,0.00,0
Jenni Rivera,51,2019-07-03 16:30:00,0.00,0
Huracán Bárbara,51,2019-07-03 16:30:00,0.00,0
Groenlandia,51,2019-06-19 16:30:00,0.00,0
Oribe,51,2019-06-19 16:30:00,0.00,0
Austeridad,51,2019-07-03 16:30:00,0.00,0
Johan Carbonero,51,2019-06-19 16:30:00,0.00,0
Antonio Briseño,51,2019-07-03 16:30:00,0.00,0
Brasil,51,2019-07-03 16:30:00,0.00,0
Real Madrid - Ajax,50,2019-02-14 17:30:00,0.00,0
"Venezuela, PDVSA",50,2019-02-14 17:30:00,0.00,0
Elba Esther Gordillo,50,2019-02-27 17:30:00,0.00,0
Concachampions,50,2019-04-24 16:00:00,0.00,0
FC Barça,50,2019-05-08 16:00:00,0.00,0
Tigres,50,2019-04-24 16:00:00,0.00,0
Met Gala,50,2019-05-08 16:00:00,0.00,0
Estado Islámico,50,2019-04-24 16:00:00,0.00,0
"Venezuela, EEUU",50,2019-03-20 17:00:00,0.00,0
Iniciativa Mérida,50,2019-05-08 16:00:00,0.00,0
Rayados Monterrey,50,2019-04-24 16:00:00,0.00,0
ISSSTE,50,2019-04-24 16:00:00,0.00,0
Tlahuelilpan,50,2019-04-24 16:00:00,0.00,0
"AMLO, reelección",50,2019-03-20 17:00:00,0.00,0
Omar Chaparro,50,2019-02-14 17:30:00,0.00,0
Enrique Krauze,50,2019-03-20 17:00:00,0.00,0
"Trump, Reino Unido",50,2019-04-24 16:00:00,0.00,0
Ida Vitale,50,2019-04-24 16:00:00,0.00,0
Porsche,50,2019-05-08 16:00:00,0.00,0
Huachicoleo,50,2019-04-24 16:00:00,0.00,0
Alcaldesa Mixtla,49,2019-04-26 16:30:00,0.00,0
"Trump, Siria",49,2019-02-18 14:00:00,0.00,0
Tren Transístmico,49,2019-04-30 15:30:00,0.00,0
Precio del Dólar,49,2019-04-30 15:30:00,0.00,0
Mundial Femenino,49,2019-06-26 16:31:00,0.00,0
Remontada Clippers,49,2019-04-17 15:30:00,0.00,0
Sánchez Cordero,49,2019-03-07 17:30:00,0.00,0
Semana Santa,49,2019-04-17 15:30:00,0.00,0
"Puebla, incendio",49,2019-02-21 17:30:00,0.00,0
Carlos Ghosn,49,2019-04-26 16:30:00,0.00,0
Martín Güemes,49,2019-06-18 15:00:00,0.00,0
"Trump, cumbre",49,2019-03-01 18:00:00,0.00,0
Salma Hayek,49,2019-04-17 15:30:00,0.00,0
Akihito,49,2019-05-01 16:00:00,0.00,0
Elecciones 2019,49,2019-04-30 15:30:00,0.00,0
Barcelona,49,2019-05-26 07:30:00,0.00,0
Geoffrey Rush,49,2019-04-12 16:00:00,0.00,0
Sandra Torres,49,2019-06-18 15:00:00,0.00,0
Endgame,49,2019-04-30 15:30:00,0.00,0
NBA All-Star,49,2019-02-18 14:00:00,0.00,0
Joshua Wong,49,2019-06-18 15:00:00,0.00,0
Griezmann,49,2019-06-18 15:00:00,0.00,0
PGR,49,2019-06-26 16:31:00,0.00,0
Sonic the Hedgehog,49,2019-05-01 16:00:00,0.00,0
Nadine Gasman,49,2019-02-21 17:30:00,0.00,0
Donaciones París,49,2019-04-17 15:30:00,0.00,0
ICC,49,2019-03-28 17:00:00,0.00,0
Omar al Bashir,49,2019-04-12 16:00:00,0.00,0
Rodrygo Goes,49,2019-06-18 15:00:00,0.00,0
"Guaidó, Bolsonaro",49,2019-03-01 18:00:00,0.00,0
"SCT, grabaciones",49,2019-03-01 18:00:00,0.00,0
Notre Dame,49,2019-04-26 16:30:00,0.00,0
Trump muro,49,2019-05-26 07:30:00,0.00,0
Premios Ariel,49,2019-06-26 16:31:00,0.00,0
Reynaldo López,49,2019-02-18 14:00:00,0.00,0
Dólar en México,49,2019-04-17 15:30:00,0.00,0
Gasolina Magna,49,2019-04-30 15:30:00,0.00,0
Samuel Umtiti,49,2019-04-26 16:30:00,0.00,0
Karla Souza,49,2019-02-21 17:30:00,0.00,0
Hirving Lozano,49,2019-04-30 15:30:00,0.00,0
Barcelona FC,49,2019-04-30 15:30:00,0.00,0
Fiscalía General,49,2019-03-07 17:30:00,0.00,0
Harry Potter,49,2019-06-26 16:31:00,0.00,0
Demanda de Trump,49,2019-05-01 16:00:00,0.00,0
Antetokounmpo,49,2019-06-26 16:31:00,0.00,0
Abejas,48,2019-05-21 14:31:00,0.00,0
Ricardo Monreal,48,2019-03-08 17:30:00,0.00,0
Guardería ABC,48,2019-02-12 12:30:00,0.00,0
"El Chapo, jurado",48,2019-02-12 12:30:00,0.00,0
"Perú, incendio",48,2019-04-02 08:00:00,0.00,0
Leo Messi,48,2019-06-24 14:43:00,0.00,0
Francia militares,48,2019-03-21 17:00:00,0.00,0
Ronald Koeman,48,2019-05-10 16:30:00,0.00,0
"Guaidó, protestas",48,2019-05-02 16:00:00,0.00,0
Netflix,48,2019-06-24 14:43:00,0.00,0
CCH Oriente,48,2019-05-01 16:00:00,0.00,0
Toni Kroos,48,2019-05-21 14:31:00,0.00,0
Avión Aeroflot,48,2019-05-07 15:00:00,0.00,0
Accidente Egipto,48,2019-02-28 17:30:00,0.00,0
Emperador Naruhito,48,2019-05-02 16:00:00,0.00,0
CR7,48,2019-04-18 16:00:00,0.00,0
Spider-Man Tráiler,48,2019-05-07 15:00:00,0.00,0
David Beckham,48,2019-05-10 16:30:00,0.00,0
"México, migrantes",48,2019-06-28 16:30:00,0.00,0
"Impuestos, Mexico",48,2019-05-21 14:31:00,0.00,0
Liverpool FC,48,2019-05-02 16:00:00,0.00,0
"Madrid, CCD",48,2019-04-02 08:00:00,0.00,0
"AMLO, Islas Marías",48,2019-02-19 14:00:00,0.00,0
Giovani dos Santos,48,2019-03-05 18:30:00,0.00,0
Rafa Nadal,48,2019-04-25 16:00:00,0.00,0
Fidel Kuri,48,2019-04-21 06:30:00,0.00,0
AMLO Trump,48,2019-04-25 16:00:00,0.00,0
"OEA, Venezuela",48,2019-06-30 06:30:00,0.00,0
Jueves Santo,48,2019-04-19 16:00:00,0.00,0
"Disney, Fox",48,2019-03-21 17:00:00,0.00,0
CEPAL,48,2019-05-21 14:31:00,0.00,0
Paco Jémez,48,2019-03-21 17:00:00,0.00,0
Arturo Vidal,48,2019-06-30 06:30:00,0.00,0
Crisis migratoria,48,2019-06-27 16:30:00,0.00,0
Lorraine Warren,48,2019-04-21 06:30:00,0.00,0
García Alcocer,48,2019-02-28 17:30:00,0.00,0
Drake,48,2019-05-03 16:00:00,0.00,0
Salvador Cabañas,48,2019-02-19 14:00:00,0.00,0
Paulo Dybala,48,2019-05-17 16:00:00,0.00,0
"Trump, Vietnam",48,2019-02-28 17:30:00,0.00,0
"Lluvias, México",48,2019-06-24 14:43:00,0.00,0
Jair Pereira,48,2019-06-27 16:30:00,0.00,0
Marco Rubio,48,2019-02-19 14:00:00,0.00,0
Trump migrantes,48,2019-06-07 16:30:00,0.00,0
"Rusia, ONU",48,2019-02-12 12:30:00,0.00,0
Mexico frontera,48,2019-04-25 16:00:00,0.00,0
"EEUU, tornados",48,2019-03-05 18:30:00,0.00,0
"Congreso, Trump",48,2019-03-05 18:30:00,0.00,0
Agujero negro,48,2019-04-11 15:30:00,0.00,0
Muñoz Ledo,48,2019-03-22 17:00:00,0.00,0
Alfonso Durazo,48,2019-04-02 08:00:00,0.00,0
"Venezuela, FMI",48,2019-04-10 15:30:00,0.00,0
Joe Jonas,48,2019-05-03 16:00:00,0.00,0
FIFA 20amistosos,48,2019-03-27 17:00:00,0.00,0
Camboya,48,2019-06-24 14:43:00,0.00,0
"AMLO, Cisen",48,2019-02-28 17:30:00,0.00,0
Disturbios París,48,2019-05-02 16:00:00,0.00,0
Ascenso MX,48,2019-04-02 08:00:00,0.00,0
Mick Jagger,48,2019-05-17 16:00:00,0.00,0
El Lagarto,48,2019-05-10 16:30:00,0.00,0
Bob Iger,48,2019-05-31 17:00:00,0.00,0
Alemania - Rumanía,48,2019-06-28 16:30:00,0.00,0
Sri Lanka ataques,48,2019-04-25 16:00:00,0.00,0
NY sarampión,48,2019-04-11 15:30:00,0.00,0
Guatemala accidente,48,2019-03-29 17:00:00,0.00,0
Miguel Pichetto,48,2019-06-14 17:00:00,0.00,0
Facebook,48,2019-02-19 14:00:00,0.00,0
Veracruz ataque,48,2019-04-21 06:30:00,0.00,0
Maduro golpistas,48,2019-05-03 16:00:00,0.00,0
Golfo de Omán,48,2019-06-14 17:00:00,0.00,0
Miércoles Santo,48,2019-04-18 16:00:00,0.00,0
Barcelona - Real Madrid,48,2019-02-28 17:30:00,0.00,0
"Cuba, embargo",48,2019-03-05 18:30:00,0.00,0
Deslizamiento La Paz,48,2019-05-03 16:00:00,0.00,0
Melissa McCarthy,48,2019-06-30 06:30:00,0.00,0
Colorado tiroteo,48,2019-05-09 16:00:00,0.00,0
Joy Huerta,48,2019-04-18 16:00:00,0.00,0
"China, EEUU",48,2019-02-12 12:30:00,0.00,0
Pedro Kuczynski,48,2019-04-21 06:30:00,0.00,0
Plan de Desarrollo,48,2019-05-21 14:31:00,0.00,0
Incendio Milpa Alta,48,2019-03-22 17:00:00,0.00,0
Dani Alves,48,2019-06-24 14:43:00,0.00,0
Brexit prórroga,48,2019-04-11 15:30:00,0.00,0
América - León,48,2019-05-17 16:00:00,0.00,0
Veracruz vuelca,48,2019-04-19 16:00:00,0.00,0
José Cardozo,48,2019-04-02 08:00:00,0.00,0
Amr Warda,48,2019-06-27 16:30:00,0.00,0
"Gordillo, SNTE",48,2019-04-09 15:30:00,0.00,0
México vs Martinica,48,2019-06-24 14:43:00,0.00,0
Kristen Stewart,48,2019-06-28 16:30:00,0.00,0
Cumbre G-20,48,2019-06-30 06:30:00,0.00,0
Sukhoi,48,2019-05-07 15:00:00,0.00,0
Jon Snow,48,2019-05-21 14:31:00,0.00,0
Día D,48,2019-06-07 16:30:00,0.00,0
William Barr,48,2019-05-02 16:00:00,0.00,0
Marcha del Silencio,48,2019-05-07 15:00:00,0.00,0
Jussie Smollett caso,48,2019-03-29 17:00:00,0.00,0
Liga Premier,48,2019-02-12 12:30:00,0.00,0
Irán,48,2019-06-24 14:43:00,0.00,0
Enrique Muñoz,48,2019-06-28 16:30:00,0.00,0
Néstor Martínez,48,2019-05-17 16:00:00,0.00,0
Joaquín García,48,2019-06-07 16:30:00,0.00,0
Caso Odebrecht,48,2019-04-18 16:00:00,0.00,0
Tomás Boy,48,2019-04-11 15:30:00,0.00,0
Nations League,47,2019-06-06 16:00:00,0.00,0
"Veracruz, AMLO",47,2019-04-23 15:00:00,0.00,0
Cardiff - Nantes,47,2019-02-22 17:30:00,0.00,0
Tiroteo en Holanda,47,2019-03-19 16:00:00,0.00,0
Chevron y Shell,47,2019-04-23 15:00:00,0.00,0
"Trump, China",47,2019-05-16 16:00:00,0.00,0
Honduras protestas,47,2019-06-02 07:00:00,0.00,0
CNTE,47,2019-03-27 16:30:00,0.00,0
Bayern Múnich,47,2019-03-14 16:30:00,0.00,0
Sismo El Salvador,47,2019-05-31 16:30:00,0.00,0
Naasón García,47,2019-06-06 16:00:00,0.00,0
Eva Longoria,47,2019-06-02 07:00:00,0.00,0
Jorge Alcocer,47,2019-05-28 15:30:00,0.00,0
Ricardo Anaya,47,2019-03-06 17:00:00,0.00,0
Justin Bieber,47,2019-07-02 15:30:00,0.00,0
Alfombra Roja,47,2019-06-11 14:30:00,0.00,0
Fernando Colunga,47,2019-05-28 15:30:00,0.00,0
Villahermosa-Teapa,47,2019-07-02 15:30:00,0.00,0
Tesla,47,2019-04-23 15:00:00,0.00,0
General Motors,47,2019-03-19 16:00:00,0.00,0
Guadalajara,47,2019-07-02 15:30:00,0.00,0
Refinería Dos Bocas,47,2019-03-19 16:00:00,0.00,0
Tiroteo Virginia,47,2019-06-02 07:00:00,0.00,0
Sismo en Filipinas,47,2019-04-23 15:00:00,0.00,0
Día de la Tierra,47,2019-04-23 15:00:00,0.00,0
Dominic Thiem,47,2019-03-19 16:00:00,0.00,0
"EEUU, inundaciones",47,2019-03-19 16:00:00,0.00,0
Reservas de Uranio,47,2019-07-02 15:30:00,0.00,0
"Pemex, CFE",47,2019-03-06 17:00:00,0.00,0
Uganda ébola,47,2019-06-13 17:00:00,0.00,0
Polonia,47,2019-05-28 15:30:00,0.00,0
Maisie Williams,47,2019-05-23 16:30:00,0.00,0
Carlos Slim,47,2019-03-27 16:30:00,0.00,0
Hong Kong protestas,47,2019-06-13 17:00:00,0.00,0
Miguel Herrera,47,2019-06-20 16:40:00,0.00,0
Alabama aborto,47,2019-05-16 16:00:00,0.00,0
Premios Tony,47,2019-06-11 14:30:00,0.00,0
Alto Amazonas,47,2019-05-28 15:30:00,0.00,0
"Gobierno, AMLO",47,2019-03-15 16:30:00,0.00,0
Barcelona - Lyon,47,2019-03-14 16:30:00,0.00,0
Sevilla desfile,47,2019-06-02 07:00:00,0.00,0
Sudán protestas,47,2019-06-06 16:00:00,0.00,0
The Witcher,47,2019-07-02 15:30:00,0.00,0
"Colombia, frontera",47,2019-02-25 13:30:00,0.00,0
Minatitlán,47,2019-04-23 15:00:00,0.00,0
"Venezuela, apagón",47,2019-03-27 16:30:00,0.00,0
Víctor Toledo,47,2019-05-28 15:30:00,0.00,0
Durant,47,2019-07-02 15:30:00,0.00,0
Pikachu,47,2019-05-14 14:30:00,0.00,0
PRI,47,2019-05-16 16:00:00,0.00,0
Tiroteo Brasil,47,2019-03-14 16:30:00,0.00,0
"AMLO, España",47,2019-03-27 16:30:00,0.00,0
Germán Martínez,47,2019-05-23 16:30:00,0.00,0
Sebastian Vettel,47,2019-06-11 14:30:00,0.00,0
"Londres, explosivos",47,2019-03-06 17:00:00,0.00,0
Maduro militares,47,2019-05-23 16:30:00,0.00,0
María Espinosa,47,2019-05-16 16:00:00,0.00,0
"Tierra Blanca, caso",47,2019-03-14 16:30:00,0.00,0
Ricardo Ahued,47,2019-05-28 15:30:00,0.00,0
ONU,47,2019-06-20 16:40:00,0.00,0
Uriel Antuna,47,2019-05-16 16:00:00,0.00,0
Sergio Trujillo,47,2019-06-11 14:30:00,0.00,0
"VIH, cura",47,2019-03-06 17:00:00,0.00,0
Armando Vega Gil,47,2019-04-03 07:30:00,0.00,0
"Canadá, Venezuela",46,2019-04-16 15:00:00,0.00,0
Octavio Romero,46,2019-05-14 14:00:00,0.00,0
"Aranceles, EEUU",46,2019-05-14 14:00:00,0.00,0
Mundial sub-20,46,2019-05-24 16:00:00,0.00,0
Virgil van Dijk,46,2019-05-13 15:00:00,0.00,0
Medjugorje Bosnia,46,2019-05-13 15:00:00,0.00,0
Avión Myanmar,46,2019-05-13 15:00:00,0.00,0
Puigdemont,46,2019-05-06 15:00:00,0.00,0
Linda Hamilton,46,2019-05-24 16:00:00,0.00,0
Elecciones Panamá,46,2019-05-06 15:00:00,0.00,0
Ataque Burkina Faso,46,2019-05-13 15:00:00,0.00,0
El Papa,46,2019-05-06 15:00:00,0.00,0
Missouri tornado,46,2019-05-24 16:00:00,0.00,0
Ter Stegen,46,2019-04-16 15:00:00,0.00,0
Hotel en Pakistán,46,2019-05-13 15:00:00,0.00,0
Benjamin Netanyahu,46,2019-05-06 15:00:00,0.00,0
Silver King,46,2019-05-13 15:00:00,0.00,0
"AMLO, IMSS",46,2019-05-24 16:00:00,0.00,0
Mónica García,46,2019-05-13 15:00:00,0.00,0
Mariano Díaz,45,2019-05-06 15:00:00,0.00,0
Salina Cruz,45,2019-04-29 15:00:00,0.00,0
Gran Museo Egipcio,45,2019-05-20 14:30:00,0.00,0
León FC,45,2019-04-14 06:30:00,0.00,0
Elecciones 28A,45,2019-04-29 15:00:00,0.00,0
Marcelo Bielsa,45,2019-04-29 15:00:00,0.00,0
Cerro de Jicalán,45,2019-05-20 14:30:00,0.00,0
NBA Basquetbol,45,2019-04-29 15:00:00,0.00,0
México-Cuernavaca,45,2019-04-14 06:30:00,0.00,0
Arabia Saudita,45,2019-05-20 14:30:00,0.00,0
Eliud Kipchoge,45,2019-04-29 15:00:00,0.00,0
Roglic,45,2019-05-20 14:30:00,0.00,0
"Barbosa, Puebla",45,2019-04-14 06:30:00,0.00,0
Nayib Bukele,44,2019-07-04 14:30:00,0.00,0
Rodolfo Pizarro,44,2019-07-04 14:30:00,0.00,0
Instagram,44,2019-07-04 14:30:00,0.00,0
Apagón en Uruguay,43,2019-06-17 14:30:00,0.00,0
Luis Muriel,43,2019-06-17 14:30:00,0.00,0
El Dakar,43,2019-04-16 15:00:00,0.00,0
Príncipe Harry,43,2019-06-17 14:30:00,0.00,0
Día del Padre,43,2019-06-17 14:30:00,0.00,0
Antuna,43,2019-06-17 14:30:00,0.00,0
Incendio París,42,2019-04-16 15:00:00,0.00,0
Raquel Sosa,42,2019-05-29 13:00:00,0.00,0
Dos Bocas,42,2019-03-13 17:00:00,0.00,0
Kawasaki,42,2019-05-29 13:00:00,0.00,0
Maduro,42,2019-05-29 13:00:00,0.00,0
Altos Hornos,42,2019-05-29 13:00:00,0.00,0
María Albores,42,2019-05-29 13:00:00,0.00,0
Klopp,42,2019-05-29 13:00:00,0.00,0
Firmino,42,2019-05-29 13:00:00,0.00,0
Miguel Barbosa,41,2019-06-04 12:30:00,0.00,0
"Trump, Khan",41,2019-06-04 12:30:00,0.00,0
"Taxistas, CDMX",41,2019-06-04 12:30:00,0.00,0
Liga de Naciones,41,2019-06-04 12:30:00,0.00,0
Enrique Cárdenas,41,2019-06-04 12:30:00,0.00,0
La Casa de Papel,41,2019-06-04 12:30:00,0.00,0
Reina Isabel II,41,2019-06-04 12:30:00,0.00,0
Guido Pizarro,41,2019-06-04 12:30:00,0.00,0
"ONU, México",40,2019-04-04 04:30:00,0.00,0
"Guaidó, inmunidad",40,2019-04-04 04:30:00,0.00,0
"May, Brexit",40,2019-04-04 04:30:00,0.00,0
"AMLO, informe",39,2019-03-12 12:30:00,0.00,0
EEUU sanciones,39,2019-03-12 12:30:00,0.00,0
Clásico Nacional,39,2019-03-12 12:30:00,0.00,0
"Boeing, seguridad",39,2019-03-12 12:30:00,0.00,0
Angelique Boyer,39,2019-03-12 12:30:00,0.00,0
EE.UU. frontera,39,2019-04-04 04:30:00,0.00,0
"Trump, presupuesto",39,2019-03-12 12:30:00,0.00,0
"Corea, elecciones",38,2019-03-11 17:00:00,0.00,0
Iván Zamorano,38,2019-06-10 15:00:00,0.00,0
UEFA Nations League,38,2019-06-10 15:00:00,0.00,0
Titanic,38,2019-06-10 15:00:00,0.00,0
"Apagón, Venezuela",38,2019-03-11 17:00:00,0.00,0
"Etiopía, avión",38,2019-03-11 17:00:00,0.00,0
Boca Juniors,38,2019-03-11 17:00:00,0.00,0
